camera_id,camera_name,source,url,ok,status,ctype,ms,err
4923,Bunbury Airport,,https://view.myairportcams.com/YBUN/showimagecamera1.php,False,404,text/html,17213,
4924,Bunbury Airport,,https://view.myairportcams.com/YBUN/showimagecamera2.php,False,404,text/html,17145,
4925,Bunbury Airport,,https://view.myairportcams.com/YBUN/showimagecamera3.php,False,404,text/html,17260,
4926,Bunbury Airport,,https://view.myairportcams.com/YBUN/showimagecamera4.php,False,404,text/html,17193,
4933,Casino,,https://view.myairportcams.com/YCAS/showimagecamera3.php,False,404,text/html; charset=UTF-8,19199,
4934,Casino,,https://view.myairportcams.com/YCAS/showimagecamera4.php,False,404,text/html; charset=UTF-8,19703,
4937,Cobden,,https://view.myairportcams.com/YCDE/showimagecamera3.php,False,404,text/html; charset=UTF-8,20311,
4938,Cobden,,https://view.myairportcams.com/YCDE/showimagecamera4.php,False,404,text/html; charset=UTF-8,19748,
4942,Condoblin,,https://view.myairportcams.com/YCDO/showimagecamera4.php,False,404,text/html; charset=UTF-8,19698,
4953,Cooktown,,https://view.myairportcams.com/YCKN/showimagecamera3.php,False,404,text/html; charset=UTF-8,20542,
4954,Cooktown,,https://view.myairportcams.com/YCKN/showimagecamera4.php,False,404,text/html; charset=UTF-8,20411,
4955,Coongulla (Glenmaggie),,https://view.myairportcams.com/YCNG/showimagecamera1.php,False,404,text/html,17339,
4956,Coongulla (Glenmaggie),,https://view.myairportcams.com/YCNG/showimagecamera2.php,False,404,text/html,17318,
4957,Coongulla (Glenmaggie),,https://view.myairportcams.com/YCNG/showimagecamera3.php,False,404,text/html,17348,
4958,Coongulla (Glenmaggie),,https://view.myairportcams.com/YCNG/showimagecamera4.php,False,404,text/html,17347,
4962,Cessnock,,https://view.myairportcams.com/YCNK/showimagecamera4.php,False,404,text/html; charset=UTF-8,20396,
4965,Corowa,,https://view.myairportcams.com/YCOR/showimagecamera3.php,False,404,text/html; charset=UTF-8,20602,
4966,Corowa,,https://view.myairportcams.com/YCOR/showimagecamera4.php,False,404,text/html; charset=UTF-8,20385,
4970,Cootamundra,,https://view.myairportcams.com/YCTM/showimagecamera4.php,False,404,text/html; charset=UTF-8,20314,
4972,Callington,,https://view.myairportcams.com/YCTO/showimagecamera2.php,False,404,text/html; charset=UTF-8,20857,
4973,Callington,,https://view.myairportcams.com/YCTO/showimagecamera3.php,False,404,text/html; charset=UTF-8,20867,
4974,Callington,,https://view.myairportcams.com/YCTO/showimagecamera4.php,False,404,text/html; charset=UTF-8,20995,
4975,Cowra,,https://view.myairportcams.com/YCWR/showimagecamera1.php,False,404,text/html,17417,
4976,Cowra,,https://view.myairportcams.com/YCWR/showimagecamera2.php,False,404,text/html,17418,
4977,Cowra,,https://view.myairportcams.com/YCWR/showimagecamera3.php,False,404,text/html,17400,
4978,Cowra,,https://view.myairportcams.com/YCWR/showimagecamera4.php,False,404,text/html,17432,
4985,Echuca,,https://view.myairportcams.com/YECH/showimagecamera3.php,False,404,text/html; charset=UTF-8,21089,
4986,Echuca,,https://view.myairportcams.com/YECH/showimagecamera4.php,False,404,text/html; charset=UTF-8,21336,
4990,Forbes,,https://view.myairportcams.com/YFBS/showimagecamera4.php,False,404,text/html; charset=UTF-8,21084,
4993,Whitemark,,https://view.myairportcams.com/YFLI/showimagecamera3.php,False,404,text/html; charset=UTF-8,23304,
4994,Whitemark,,https://view.myairportcams.com/YFLI/showimagecamera4.php,False,404,text/html; charset=UTF-8,21321,
5002,Gawler,,https://view.myairportcams.com/YGAW/showimagecamera4.php,False,404,text/html; charset=UTF-8,21801,
5006,Gloucester,,https://view.myairportcams.com/YGCR/showimagecamera4.php,False,404,text/html; charset=UTF-8,21849,
5007,Gulgong (Wyaldra),,https://view.myairportcams.com/YGDH/showimagecamera1.php,False,404,text/html,18218,
5008,Gulgong (Wyaldra),,https://view.myairportcams.com/YGDH/showimagecamera2.php,False,404,text/html,18114,
5009,Gulgong (Wyaldra),,https://view.myairportcams.com/YGDH/showimagecamera3.php,False,404,text/html,18278,
5010,Gulgong (Wyaldra),,https://view.myairportcams.com/YGDH/showimagecamera4.php,False,404,text/html,18256,
5017,Griffith,,https://view.myairportcams.com/YGTH/showimagecamera3.php,False,404,text/html; charset=UTF-8,21848,
5018,Griffith,,https://view.myairportcams.com/YGTH/showimagecamera4.php,False,404,text/html; charset=UTF-8,23300,
5021,George Town,,https://view.myairportcams.com/YGTO/showimagecamera3.php,False,404,text/html; charset=UTF-8,21496,
5022,George Town,,https://view.myairportcams.com/YGTO/showimagecamera4.php,False,404,text/html; charset=UTF-8,22948,
5029,Hervey Bay,,https://view.myairportcams.com/YHBA/showimagecamera3.php,False,404,text/html; charset=UTF-8,21845,
5030,Hervey Bay,,https://view.myairportcams.com/YHBA/showimagecamera4.php,False,404,text/html; charset=UTF-8,22546,
5045,Hamilton,,https://view.myairportcams.com/YHML/showimagecamera3.php,False,404,text/html; charset=UTF-8,21850,
5046,Hamilton,,https://view.myairportcams.com/YHML/showimagecamera4.php,False,404,text/html; charset=UTF-8,21468,
5051,Jabiru,,https://view.myairportcams.com/YJAB/showimagecamera1.php,False,404,text/html,18508,
5052,Jabiru,,https://view.myairportcams.com/YJAB/showimagecamera2.php,False,404,text/html,18408,
5053,Jabiru,,https://view.myairportcams.com/YJAB/showimagecamera3.php,False,404,text/html,18400,
5054,Jabiru,,https://view.myairportcams.com/YJAB/showimagecamera4.php,False,404,text/html,18490,
5055,Katoomba,,https://view.myairportcams.com/YKAT/showimagecamera1.php,False,404,text/html,18296,
5056,Katoomba,,https://view.myairportcams.com/YKAT/showimagecamera2.php,False,404,text/html,18638,
5057,Katoomba,,https://view.myairportcams.com/YKAT/showimagecamera3.php,False,404,text/html,18403,
5058,Katoomba,,https://view.myairportcams.com/YKAT/showimagecamera4.php,False,404,text/html,18491,
5067,Kingaroy,,https://view.myairportcams.com/YKRY/showimagecamera1.php,False,404,text/html,18501,
5068,Kingaroy,,https://view.myairportcams.com/YKRY/showimagecamera2.php,False,404,text/html,18407,
5069,Kingaroy,,https://view.myairportcams.com/YKRY/showimagecamera3.php,False,404,text/html,18640,
5070,Kingaroy,,https://view.myairportcams.com/YKRY/showimagecamera4.php,False,404,text/html,18641,
5091,Lakes Entrance,,https://view.myairportcams.com/YLKE/showimagecamera1.php,False,404,text/html,19557,
5092,Lakes Entrance,,https://view.myairportcams.com/YLKE/showimagecamera2.php,False,404,text/html,19558,
5093,Lakes Entrance,,https://view.myairportcams.com/YLKE/showimagecamera3.php,False,404,text/html,19620,
5094,Lakes Entrance,,https://view.myairportcams.com/YLKE/showimagecamera4.php,False,404,text/html,19622,
5097,Latrobe Valley,,https://view.myairportcams.com/YLTV/showimagecamera3.php,False,404,text/html; charset=UTF-8,24759,
5098,Latrobe Valley,,https://view.myairportcams.com/YLTV/showimagecamera4.php,False,404,text/html; charset=UTF-8,24661,
5102,Murray Bridge,,https://view.myairportcams.com/YMBD/showimagecamera4.php,False,404,text/html; charset=UTF-8,24753,
5103,Mount Beauty,,https://view.myairportcams.com/YMBT/showimagecamera1.php,False,404,text/html,19755,
5104,Mount Beauty,,https://view.myairportcams.com/YMBT/showimagecamera2.php,False,404,text/html,19755,
5105,Mount Beauty,,https://view.myairportcams.com/YMBT/showimagecamera3.php,False,404,text/html,19761,
5106,Mount Beauty,,https://view.myairportcams.com/YMBT/showimagecamera4.php,False,404,text/html,19752,
5107,Merimbula,,https://view.myairportcams.com/YMER/showimagecamera1.php,False,404,text/html,19753,
5108,Merimbula,,https://view.myairportcams.com/YMER/showimagecamera2.php,False,404,text/html,19757,
5109,Merimbula,,https://view.myairportcams.com/YMER/showimagecamera3.php,False,404,text/html,19761,
5110,Merimbula,,https://view.myairportcams.com/YMER/showimagecamera4.php,False,404,text/html,19766,
5111,Mittagong,,https://view.myairportcams.com/YMIG/showimagecamera1.php,False,404,text/html,19759,
5112,Mittagong,,https://view.myairportcams.com/YMIG/showimagecamera2.php,False,404,text/html,19764,
5113,Mittagong,,https://view.myairportcams.com/YMIG/showimagecamera3.php,False,404,text/html,20090,
5114,Mittagong,,https://view.myairportcams.com/YMIG/showimagecamera4.php,False,404,text/html,19794,
5121,Mangalore,,https://view.myairportcams.com/YMNG/showimagecamera3.php,False,404,text/html; charset=UTF-8,24805,
5122,Mangalore,,https://view.myairportcams.com/YMNG/showimagecamera4.php,False,404,text/html; charset=UTF-8,24799,
5129,Murwillumbah,,https://view.myairportcams.com/YMUR/showimagecamera3.php,False,404,text/html; charset=UTF-8,25101,
5130,Murwillumbah,,https://view.myairportcams.com/YMUR/showimagecamera4.php,False,404,text/html; charset=UTF-8,25509,
5133,Naracoorte,,https://view.myairportcams.com/YNRC/showimagecamera3.php,False,404,text/html; charset=UTF-8,25506,
5134,Naracoorte,,https://view.myairportcams.com/YNRC/showimagecamera4.php,False,404,text/html; charset=UTF-8,25510,
5137,Narromine,,https://view.myairportcams.com/YNRM/showimagecamera3.php,False,404,text/html; charset=UTF-8,25650,
5138,Narromine,,https://view.myairportcams.com/YNRM/showimagecamera4.php,False,404,text/html; charset=UTF-8,25652,
5142,Northam,,https://view.myairportcams.com/YNTM/showimagecamera4.php,False,404,text/html; charset=UTF-8,25759,
5145,The Oaks,,https://view.myairportcams.com/YOAS/showimagecamera3.php,False,404,text/html; charset=UTF-8,25977,
5146,The Oaks,,https://view.myairportcams.com/YOAS/showimagecamera4.php,False,404,text/html; charset=UTF-8,25978,
5147,Port Augusta,,https://view.myairportcams.com/YPAG/showimagecamera1.php,False,404,text/html,20980,
5148,Port Augusta,,https://view.myairportcams.com/YPAG/showimagecamera2.php,False,404,text/html,20982,
5149,Port Augusta,,https://view.myairportcams.com/YPAG/showimagecamera3.php,False,404,text/html,20984,
5150,Port Augusta,,https://view.myairportcams.com/YPAG/showimagecamera4.php,False,404,text/html,20985,
5157,Port Pirie,,https://view.myairportcams.com/YPIR/showimagecamera3.php,False,404,text/html; charset=UTF-8,26179,
5158,Port Pirie,,https://view.myairportcams.com/YPIR/showimagecamera4.php,False,404,text/html; charset=UTF-8,26296,
5159,Jandakot,,https://view.myairportcams.com/YPJT/showimagecamera1.php,False,404,text/html,21223,
5160,Jandakot,,https://view.myairportcams.com/YPJT/showimagecamera2.php,False,404,text/html,21319,
5161,Jandakot,,https://view.myairportcams.com/YPJT/showimagecamera3.php,False,404,text/html,21317,
5162,Jandakot,,https://view.myairportcams.com/YPJT/showimagecamera4.php,False,404,text/html,21247,
5166,Parkes,,https://view.myairportcams.com/YPKS/showimagecamera4.php,False,404,text/html; charset=UTF-8,26546,
5169,Port Lincoln,,https://view.myairportcams.com/YPLC/showimagecamera3.php,False,404,text/html; charset=UTF-8,26948,
5170,Port Lincoln,,https://view.myairportcams.com/YPLC/showimagecamera4.php,False,404,text/html; charset=UTF-8,26953,
5179,Adelaide (Parafield Airport),,https://view.myairportcams.com/YPPF/showimagecamera1.php,False,404,text/html,21805,
5180,Adelaide (Parafield Airport),,https://view.myairportcams.com/YPPF/showimagecamera2.php,False,404,text/html,21807,
5181,Adelaide (Parafield Airport),,https://view.myairportcams.com/YPPF/showimagecamera3.php,False,404,text/html,21835,
5182,Adelaide (Parafield Airport),,https://view.myairportcams.com/YPPF/showimagecamera4.php,False,404,text/html,21837,
5183,Christmas Island Airport (YPXM),,https://view.myairportcams.com/YPXM/showimagecamera1.php,False,404,text/html,21841,
5184,Christmas Island Airport (YPXM),,https://view.myairportcams.com/YPXM/showimagecamera12php,False,404,text/html,21842,
5185,Christmas Island Airport (YPXM),,https://view.myairportcams.com/YPXM/showimagecamera13php,False,404,text/html,21843,
5186,Christmas Island Airport (YPXM),,https://view.myairportcams.com/YPXM/showimagecamera14php,False,404,text/html,21845,
5189,Redcliffe,,https://view.myairportcams.com/YRED/showimagecamera3.php,False,404,text/html; charset=UTF-8,27747,
5190,Redcliffe,,https://view.myairportcams.com/YRED/showimagecamera4.php,False,404,text/html; charset=UTF-8,27749,
5192,Romsey,,https://view.myairportcams.com/YRSY/showimagecamera2.php,False,404,text/html; charset=UTF-8,27840,
5193,Romsey,,https://view.myairportcams.com/YRSY/showimagecamera3.php,False,404,text/html; charset=UTF-8,27859,
5194,Romsey,,https://view.myairportcams.com/YRSY/showimagecamera4.php,False,404,text/html; charset=UTF-8,27942,
5198,Rylstone,,https://view.myairportcams.com/YRYL/showimagecamera4.php,False,500,image/jpeg,28020,
5201,Bankstown Airport,,https://view.myairportcams.com/YSBK/showimagecamera3.php,False,404,text/html; charset=UTF-8,28023,
5202,Bankstown Airport,,https://view.myairportcams.com/YSBK/showimagecamera4.php,False,404,text/html; charset=UTF-8,28137,
5205,Dubbo,,https://view.myairportcams.com/YSDU/showimagecamera3.php,False,404,text/html; charset=UTF-8,28049,
5206,Dubbo,,https://view.myairportcams.com/YSDU/showimagecamera4.php,False,404,text/html; charset=UTF-8,28368,
5210,Shepparton,,https://view.myairportcams.com/YSHT/showimagecamera4.php,False,404,text/html; charset=UTF-8,28460,
5211,Shute Harbour,,https://view.myairportcams.com/YSHU/showimagecamera1.php,False,404,text/html,22934,
5212,Shute Harbour,,https://view.myairportcams.com/YSHU/showimagecamera2.php,False,404,text/html,22933,
5213,Shute Harbour,,https://view.myairportcams.com/YSHU/showimagecamera3.php,False,404,text/html,22606,
5214,Shute Harbour,,https://view.myairportcams.com/YSHU/showimagecamera4.php,False,404,text/html,22607,
5219,Norfolk Island Airport (YSNF),,https://view.myairportcams.com/YSNF/showimagecamera1.php,False,404,text/html,23229,
5220,Norfolk Island Airport (YSNF),,https://view.myairportcams.com/YSNF/showimagecamera12php,False,404,text/html,23228,
5221,Norfolk Island Airport (YSNF),,https://view.myairportcams.com/YSNF/showimagecamera13php,False,404,text/html,23231,
5222,Norfolk Island Airport (YSNF),,https://view.myairportcams.com/YSNF/showimagecamera14php,False,404,text/html,23233,
5225,Southport,,https://view.myairportcams.com/YSPT/showimagecamera3.php,False,404,text/html; charset=UTF-8,28696,
5226,Southport,,https://view.myairportcams.com/YSPT/showimagecamera4.php,False,404,text/html; charset=UTF-8,28737,
5233,Strathalbyn,,https://view.myairportcams.com/YSYN/showimagecamera3.php,False,404,text/html; charset=UTF-8,28883,
5234,Strathalbyn,,https://view.myairportcams.com/YSYN/showimagecamera4.php,False,404,text/html; charset=UTF-8,28903,
5242,Temora,,https://view.myairportcams.com/YTEM/showimagecamera4.php,False,404,text/html; charset=UTF-8,29343,
5245,Tumut,,https://view.myairportcams.com/YTMU/showimagecamera3.php,False,500,image/jpeg,29738,
5246,Tumut,,https://view.myairportcams.com/YTMU/showimagecamera4.php,False,404,text/html; charset=UTF-8,29445,
5257,Warrnambool,,https://view.myairportcams.com/YWBL/showimagecamera3.php,False,404,text/html; charset=UTF-8,29822,
5258,Warrnambool,,https://view.myairportcams.com/YWBL/showimagecamera4.php,False,404,text/html; charset=UTF-8,29820,
5259,Wedderburn,,https://view.myairportcams.com/YWBN/showimagecamera1.php,False,404,text/html,24738,
5260,Wedderburn,,https://view.myairportcams.com/YWBN/showimagecamera2.php,False,404,text/html,24736,
5261,Wedderburn,,https://view.myairportcams.com/YWBN/showimagecamera3.php,False,404,text/html,24739,
5262,Wedderburn,,https://view.myairportcams.com/YWBN/showimagecamera4.php,False,404,text/html,24740,
5269,Wahring Field,,https://view.myairportcams.com/YWHG/showimagecamera3.php,False,404,text/html; charset=UTF-8,29962,
5270,Wahring Field,,https://view.myairportcams.com/YWHG/showimagecamera4.php,False,404,text/html; charset=UTF-8,29986,
5282,West Sale,,https://view.myairportcams.com/YWSL/showimagecamera4.php,False,404,text/html; charset=UTF-8,30658,
5283,Warnervale,,https://view.myairportcams.com/YWVA/showimagecamera1.php,False,404,text/html,25428,
5284,Warnervale,,https://view.myairportcams.com/YWVA/showimagecamera2.php,False,404,text/html,25506,
5285,Warnervale,,https://view.myairportcams.com/YWVA/showimagecamera3.php,False,404,text/html,25430,
5286,Warnervale,,https://view.myairportcams.com/YWVA/showimagecamera4.php,False,404,text/html,25431,
5298,Yarrawonga,,https://view.myairportcams.com/YYWG/showimagecamera4.php,False,404,text/html; charset=UTF-8,30814,
5440,Mt. St. Helens - JRO Fixed,https://volcview.wr.usgs.gov/ashcam-api/webcamApi/,https://volcview.wr.usgs.gov/ashcam-api/images/webcams/msh-jro2/current.jpeg,False,404,text/html; charset=UTF-8,24562,
5487,Mt. Rainier - Camp Muir,https://volcview.wr.usgs.gov/ashcam-api/webcamApi/,https://volcview.wr.usgs.gov/ashcam-api/images/webcams/rainier-muir/current.jpeg,False,404,text/html; charset=UTF-8,24972,
5493,Mt. Rainier - Camp Schurman,https://volcview.wr.usgs.gov/ashcam-api/webcamApi/,https://volcview.wr.usgs.gov/ashcam-api/images/webcams/rainier-schurman/current.jpeg,False,404,text/html; charset=UTF-8,25011,
5528,Palmerston North,https://www.arcgis.com/home/item.html?id=aac028786dbc4ac0aba898106825425f,https://wc.pncc.govt.nz/image/image.jpg?1510109204475,False,,,32663,ConnectTimeout: 
5544,Bali Indonesia,https://www.astrobali.com,https://www.astrobali.com/image.jpg,False,404,text/html; charset=iso-8859-1,25240,
5555,Castle Rock Edinburgh,https://www.castlerockedinburgh.com/roofcam/,https://www.castlerockedinburgh.com/roofcam_images/roofcam_latest.jpg,False,404,text/html; charset=UTF-8,25424,
5570,Fripon Koudougou -- BFCO01,https://fireball.fripon.org/list_station.php,https://www.fripon.org/IMG/jpg/stations/RT_BFCO01-500x500.jpg,False,404,text/html; charset=iso-8859-1,28168,
5572,Fripon Fada N’Gourma -- BFES01,https://fireball.fripon.org/list_station.php,https://www.fripon.org/IMG/jpg/stations/RT_BFES01-500x500.jpg,False,404,text/html; charset=iso-8859-1,28401,
5573,Fripon Bobo Dioulasso -- BFHB01,https://fireball.fripon.org/list_station.php,https://www.fripon.org/IMG/jpg/stations/RT_BFHB01-500x500.jpg,False,404,text/html; charset=iso-8859-1,28625,
5574,Fripon Gaoua -- BFSO01,https://fireball.fripon.org/list_station.php,https://www.fripon.org/IMG/jpg/stations/RT_BFSO01-500x500.jpg,False,404,text/html; charset=iso-8859-1,28862,
5589,Fripon Ckoirama Observatory -- CLAN02,https://fireball.fripon.org/list_station.php,https://www.fripon.org/IMG/jpg/stations/RT_CLAN02-500x500.jpg,False,404,text/html; charset=iso-8859-1,28652,
5591,Fripon Peine -- CLAN04,https://fireball.fripon.org/list_station.php,https://www.fripon.org/IMG/jpg/stations/RT_CLAN04-500x500.jpg,False,404,text/html; charset=iso-8859-1,28866,
5599,Fripon Cerro Tololo - CTIO -- CLCO02,https://fireball.fripon.org/list_station.php,https://www.fripon.org/IMG/jpg/stations/RT_CLCO02-500x500.jpg,False,404,text/html; charset=iso-8859-1,28892,
5602,Fripon PuntaArenas -- CLMA01,https://fireball.fripon.org/list_station.php,https://www.fripon.org/IMG/jpg/stations/RT_CLMA01-500x500.jpg,False,404,text/html; charset=iso-8859-1,28835,
5646,Fripon Puy-de-Dome -- FRAU01,https://fireball.fripon.org/list_station.php,https://www.fripon.org/IMG/jpg/stations/RT_FRAU01-500x500.jpg,False,403,text/html; charset=iso-8859-1,30088,
5797,Fripon Kolda -- SNKD01,https://fireball.fripon.org/list_station.php,https://www.fripon.org/IMG/jpg/stations/RT_SNKD01-500x500.jpg,False,404,text/html; charset=iso-8859-1,32538,
5803,Fripon Thies -- SNTH01,https://fireball.fripon.org/list_station.php,https://www.fripon.org/IMG/jpg/stations/RT_SNTH01-500x500.jpg,False,404,text/html; charset=iso-8859-1,32594,
5805,Fripon Ziguinchor -- SNZG01,https://fireball.fripon.org/list_station.php,https://www.fripon.org/IMG/jpg/stations/RT_SNZG01-500x500.jpg,False,404,text/html; charset=iso-8859-1,32655,
5807,Fairview TN,https://www.funacres.us/allsky,https://www.funacres.us/allsky/image.jpg,False,404,text/html,29639,
5818,Bourgougnague,infoclimat.fr,https://www.infoclimat.fr/cartes/getProxyWebcam.php?idw=141&c=30&t=jpg,False,404,image/jpg,33179,
5892,La Javie,infoclimat.fr,https://www.infoclimat.fr/cartes/getProxyWebcam.php?idw=447&c=30&t=jpg,False,500,text/html; charset=iso-8859-15,32324,
5944,Sant Mart&iacute; de Canals,infoclimat.fr,https://www.infoclimat.fr/cartes/getProxyWebcam.php?idw=571&c=30&t=jpg,False,404,image/jpg,35693,
6042,SG8,https://www.lopezserrano.me/allsky/,https://www.lopezserrano.me/allsky/image.jpg,False,,,40351,ConnectTimeout: 
6705,Aljustrel,https://www.meteoalentejo.pt/cumulus/aljustrel,https://www.meteoalentejo.pt/cumulus/aljustrel/cam1.jpg,False,404,text/html; charset=iso-8859-1,35176,
6707,Alter do Chão,https://www.meteoalentejo.pt/cumulus/alter,https://www.meteoalentejo.pt/cumulus/alter/cam.jpg,False,404,text/html; charset=iso-8859-1,35230,
6709,Arraiolos,https://www.meteoalentejo.pt/cumulus/arraiolos,https://www.meteoalentejo.pt/cumulus/arraiolos/cam1.jpg,False,404,text/html; charset=iso-8859-1,35176,
6710,Arronches,https://www.meteoalentejo.pt/cumulus/arronches,https://www.meteoalentejo.pt/cumulus/arronches/cam1.jpg,False,404,text/html; charset=iso-8859-1,35179,
6722,Ferreira do Alentejo,https://www.meteoalentejo.pt/cumulus/ferreira,https://www.meteoalentejo.pt/cumulus/ferreira/cam1.jpg,False,404,text/html; charset=iso-8859-1,35253,
6730,Mora,https://www.meteoalentejo.pt/cumulus/mora,https://www.meteoalentejo.pt/cumulus/mora/cam.jpg,False,404,text/html; charset=iso-8859-1,35268,
6733,Odemira,https://www.meteoalentejo.pt/cumulus/odemira,https://www.meteoalentejo.pt/cumulus/odemira/cam.jpg,False,404,text/html; charset=iso-8859-1,35268,
6734,Ourique,https://www.meteoalentejo.pt/cumulus/ourique,https://www.meteoalentejo.pt/cumulus/Ourique/cam1.jpg,False,404,text/html; charset=iso-8859-1,35275,
6736,Portalegre,https://www.meteoalentejo.pt/cumulus/portalegre,https://www.meteoalentejo.pt/cumulus/portalegre/cam1.jpg,False,404,text/html; charset=iso-8859-1,35251,
6742,Sines,https://www.meteoalentejo.pt/cumulus/sines,https://www.meteoalentejo.pt/cumulus/sines/cam.jpg,False,404,text/html; charset=iso-8859-1,35275,
6744,Vendas Novas,https://www.meteoalentejo.pt/cumulus/vendasnovas,https://www.meteoalentejo.pt/cumulus/vendasnovas/cam.jpg,False,404,text/html; charset=iso-8859-1,35263,
6746,Vidigueira,https://www.meteoalentejo.pt/cumulus/vidigueira,https://www.meteoalentejo.pt/cumulus/vidigueira/cam1.jpg,False,404,text/html; charset=iso-8859-1,35281,
6842,Sawtooth Mountain Camera,,https://www.sawtoothcamera.com/sawcam2/image.jpg,False,,,35470,"ConnectError: [Errno 8] nodename nor servname provided, or not known"
6843,Pacifica CA,https://www.sharppark.net/allsky,https://www.sharppark.net/allsky/image.jpg,False,403,text/html,36495,
6862,M\u00f6ssna Styria Austria,https://www.wne.at/allsky/,https://www.wne.at/allsky/image.jpg,False,404,text/html; charset=UTF-8,37133,
7029,Kilauea B1cam Halemaumau East Rim,https://volcanoes.usgs.gov/observatories/hvo/cams/panorama.php?cam=B2cam,https://volcanoes.usgs.gov/cams/B1cam/images/M.jpg ,False,404,text/html; charset=UTF-8,36799,
